,avgcpu,labelsavgcpu,avgmem,labelsavgmem
0,0.7055157,0.7841433879549246,0.46493387,0.4772715724540699
1,0.72435457,0.7358747013087411,0.48124063,0.46806392007813
2,0.7499765,0.7243654481094189,0.5174726,0.4855447443194149
3,0.7484648,0.7398265019996974,0.49408573,0.5846745548872505
4,0.7089919,0.6603781883534389,0.47388732,0.5969012807196066
5,0.673628,0.6643977107558682,0.47721553,0.5877658467628089
6,0.6674442,0.7134286369635173,0.540117,0.5224066560693141
7,0.64385563,0.7433518468099761,0.55430865,0.5971660684404316
8,0.6483333,0.7510571315058842,0.554156,0.5826825492409937
9,0.68171126,0.7191481545694859,0.51197135,0.5327011993415058
10,0.672776,0.7420405370164763,0.5628166,0.5826026057826832
11,0.6904286,0.740633045332734,0.5471622,0.5965881702964273
12,0.69258684,0.7435597882475667,0.5148097,0.5605201673308566
13,0.6939003,0.7225340053264971,0.5580486,0.5596103681674642
14,0.694873,0.7668381706438719,0.5634854,0.5285825337866661
15,0.70671374,0.7869617843246505,0.53472805,0.4793270862003931
16,0.69855905,0.779609875669704,0.54309905,0.4451336018217722
17,0.7266697,0.7838019509451014,0.51758,0.4715812670970329
18,0.7410449,0.7695539641756594,0.4878494,0.4509711508246052
19,0.7453105,0.8269200084576344,0.47125006,0.4986597098153478
20,0.74773806,0.7994427129090856,0.47838265,0.4794215953282856
21,0.74658406,0.7979486739094047,0.46545553,0.4691647424475333
22,0.7665192,0.7186436168145848,0.48497272,0.403902225474015
23,0.7626815,0.6300200377214157,0.47462577,0.3218236242888657
24,0.7673315,0.754005979338655,0.472358,0.3977131734314851
25,0.74980646,0.7156623614223708,0.44839656,0.4089617322959546
26,0.7123657,0.6823139795807535,0.39993417,0.4126949726427362
27,0.7381943,0.6436158393098595,0.42786467,0.3113910689958481
28,0.7210913,0.7407116818973093,0.4423772,0.4334832449041084
29,0.7236033,0.782347693549316,0.45494998,0.4757516715454897
30,0.7165515,0.7845776364565141,0.393821,0.5084200730915698
31,0.716716,0.8123776820007492,0.45220703,0.6218402523796684
32,0.7219299,0.785605908206544,0.47329473,0.661743301681553
33,0.7332537,0.7719231927131273,0.49558502,0.6780941609724422
34,0.7269723,0.7596637751254839,0.5812161,0.6748480181858243
35,0.7342669,0.7533424121869264,0.6112601,0.663651209787429
36,0.7214783,0.7230432102293228,0.60320246,0.649357152176314
37,0.70958763,0.7563492449773014,0.59456587,0.6366492609231464
38,0.70187634,0.7780154984673614,0.58578175,0.6467588259901746
39,0.68581164,0.7984067979405439,0.57855135,0.6560490713554192
40,0.69471157,0.796275940155515,0.57413405,0.6769777502001753
41,0.702763,0.7957757151779509,0.5827686,0.6724171974270132
42,0.7185466,0.7892194288307378,0.5933022,0.6764481245481946
43,0.7270763,0.7767319700699725,0.61626196,0.6777413817824907
44,0.73371065,0.7748298779764521,0.6128557,0.6780480575743306
45,0.7363884,0.7886200591784277,0.6219338,0.7015845364162305
46,0.73431313,0.7719397857039384,0.6269251,0.6899088397345001
47,0.7354405,0.7951822145297355,0.6320867,0.6692039749240721
48,0.7467073,0.8122386597991348,0.65917534,0.6982167457772839
49,0.7368777,0.8070722453607188,0.64439666,0.6701431206962609
50,0.7494211,0.7826010566753235,0.6307583,0.6450566863856046
51,0.7617832,0.7836809311219332,0.6617706,0.6565320164358353
52,0.7636799,0.7964307339294393,0.62931603,0.6806995232128612
53,0.7599809,0.8090290043799034,0.6153297,0.7081474701760961
54,0.75880986,0.8513713406196416,0.6334096,0.7023010668396825
55,0.7615544,0.8813771046473015,0.65416193,0.7623359734147099
56,0.76966393,0.8665493596424495,0.6819207,0.7634388529175995
57,0.7908422,0.8369161653534801,0.6717188,0.7552944069576331
58,0.8231914,0.8468516708844854,0.73980784,0.7961390244154076
59,0.8301717,0.8452166104149338,0.7349308,0.8022733194803244
60,0.81334996,0.8590448425163534,0.7290216,0.7955823024011117
61,0.83531195,0.8782596137875706,0.79636055,0.807434610131526
62,0.83134836,0.8650308613351047,0.79998654,0.8004876093711659
63,0.83102113,0.8516538000018047,0.78758425,0.8070639986361932
64,0.84617674,0.8697461231918296,0.80214727,0.8399671293352706
65,0.8397297,0.8612503890083262,0.7914932,0.8514073506235826
66,0.83587515,0.8477286329820385,0.80455863,0.8472611094501961
67,0.85002816,0.8595479087408421,0.8386026,0.8351540027319051
68,0.8464712,0.8400516876390672,0.84904075,0.8143526191126393
69,0.8359533,0.8194111623342702,0.84163785,0.805032900691721
70,0.8357777,0.8327639276635451,0.82517576,0.8205599411104263
71,0.81970763,0.7974706254618188,0.7984683,0.7960171883624905
72,0.80989504,0.787375005836027,0.7932821,0.784496039149833
73,0.8175103,0.7655392634733859,0.81374127,0.7696041761011783
74,0.7975256,0.777300038530179,0.78547,0.8034826247111493
75,0.7925346,0.7915574767353294,0.78148234,0.8131736153442253
76,0.7790738,0.8255745820855226,0.7714117,0.8210698146161786
77,0.7888378,0.8118944857703964,0.8120409,0.8171285789208689
78,0.79174566,0.8267182638249922,0.81350595,0.8137786941714729
79,0.8005718,0.8298942563748676,0.8115129,0.8097498164373178
80,0.7893246,0.844425906125346,0.8019752,0.8149910054451
81,0.796328,0.8523801634529352,0.80199516,0.8418176720810924
82,0.7970963,0.8531488736626173,0.7956807,0.8368199327625767
83,0.80570865,0.8340550320284251,0.8024248,0.8254154886413261
84,0.81090134,0.8204840876832226,0.8285769,0.8140231713610695
85,0.8109329,0.7931955216171859,0.81809,0.8297514216787176
86,0.8024879,0.810418462990469,0.8100824,0.8130969035136602
87,0.7978501,0.7773564416280819,0.8069276,0.7838137442160167
88,0.7858099,0.8013912564456919,0.82807165,0.8048283553326137
89,0.7939461,0.7873174498597083,0.81359184,0.7789950496007738
90,0.77980137,0.7978688760280889,0.7871688,0.8166227238831825
91,0.7915077,0.7701991176502262,0.81675273,0.801665406925518
92,0.7868656,0.7920930960229152,0.78907293,0.7830484953373897
93,0.78805095,0.8110990039877063,0.8269862,0.780030148598994
94,0.7736075,0.8237743277342034,0.80959785,0.8107198232922723
95,0.78431123,0.8309672065899772,0.79565346,0.8129238138984438
96,0.7909254,0.8273116886872555,0.79094034,0.8019555733316839
97,0.79397386,0.8178223475312661,0.81860334,0.8142139327459934
98,0.79644984,0.8257993659239485,0.8120926,0.8310280899916376
99,0.7933693,0.8018668369493634,0.7983857,0.8201292751342173
100,0.79044425,0.7920874277054614,0.81771755,0.8140569431964093
101,0.79395163,0.7641866107067469,0.8341159,0.808703926242099
102,0.78309435,0.7414658298434932,0.82082534,0.8027061459392182
103,0.77925587,0.7379135155582052,0.8226338,0.803405140962739
104,0.7700492,0.7177199814731431,0.82519364,0.7905865081902816
105,0.7641405,0.6890332342598043,0.8285689,0.7602448824233492
106,0.7635488,0.6917869926714731,0.83690923,0.7719184100111751
107,0.7588953,0.7281016170657509,0.8311673,0.795345842309124
108,0.74837404,0.6972453769165555,0.8065519,0.7952231136831651
109,0.74191755,0.7110019160074473,0.82155365,0.7838830078854238
110,0.74833095,0.7225626939197615,0.83936435,0.7859856115996493
111,0.72718436,0.7231037218004427,0.82440686,0.7773050415679248
112,0.72949684,0.6939171713289699,0.8149701,0.7743675418192866
113,0.72596127,0.7351784735150341,0.8069518,0.7701812237145149
114,0.72294885,0.7162292573171768,0.79120976,0.766887071074478
115,0.7094589,0.7318227471068631,0.78719115,0.7669321742738231
116,0.7152185,0.7220553980831482,0.7752343,0.7763729686965939
117,0.70368826,0.6692275023145747,0.7635379,0.7764529463236389
118,0.70300794,0.6491161533525357,0.7594172,0.7564711534743132
119,0.69398224,0.6715820541648371,0.7604352,0.7585595237921874
120,0.67314667,0.6539746116883719,0.7608895,0.7557910820122586
121,0.66399896,0.620992131588003,0.7488596,0.7738844223816335
122,0.6651597,0.6260082079176074,0.7502337,0.757619230166032
123,0.6503806,0.6079494012995971,0.7435731,0.7285517804320913
124,0.62120116,0.597296603101482,0.763554,0.7405345332491122
125,0.6278729,0.6414868934930914,0.74931824,0.7465252685885453
126,0.62120324,0.6458895976785691,0.7211189,0.7403128352824555
127,0.6047909,0.6479714745611921,0.73570704,0.7394002034415568
128,0.6237598,0.6610122892773166,0.7338033,0.7345168263700899
129,0.6231274,0.6318982251413606,0.7203822,0.6906683521483301
130,0.6196691,0.6897932985380849,0.7185245,0.6805424649551792
131,0.6293766,0.6781480616904866,0.71190614,0.6901004253840433
132,0.62987673,0.6710569105497007,0.6865815,0.7150436141370831
133,0.67225075,0.6836624176185128,0.67633975,0.6990452231565287
134,0.64974993,0.7426570304388947,0.6816806,0.7084878606858012
135,0.63392234,0.7556587465284911,0.6936535,0.7333210155620695
136,0.6590825,0.7385586315519262,0.6825272,0.7590744734746471
137,0.69927555,0.7220673044432858,0.68634164,0.7422777636237181
138,0.69527984,0.6936550330758912,0.709648,0.6964227183404592
139,0.67765284,0.7253405591775296,0.72576094,0.6479438608543093
140,0.68563163,0.7301968125529542,0.7128752,0.6953952060604882
141,0.68378896,0.7136217812145985,0.6861879,0.6983078194458381
142,0.7234303,0.7418888121066048,0.65595216,0.738215560664123
143,0.7065527,0.7293494820793455,0.70402396,0.7339744358619398
144,0.699756,0.733433782162611,0.69940794,0.7179062817102935
145,0.7125952,0.7514395770767411,0.7350902,0.7153706565384406
146,0.70524615,0.7421565545287335,0.7281541,0.7524101395971736
147,0.71517384,0.7479964732683305,0.71620643,0.7822488197055568
148,0.7262586,0.7628514027053849,0.7140579,0.7633626394114899
149,0.708735,0.7416312614965147,0.74466944,0.7690640188060005
150,0.70956576,0.7563433124008124,0.7627841,0.7805921439469885
151,0.7227991,0.7553397395078475,0.7395385,0.7647363663805016
152,0.70714873,0.7732692296483089,0.7493047,0.7660629945669108
153,0.71543473,0.7710369362819406,0.7607523,0.7612664191481544
154,0.71439624,0.7725438792256177,0.74048835,0.7516300350179614
155,0.727095,0.7670739231486859,0.745599,0.7582420171335849
156,0.7263636,0.7852931535969881,0.7397344,0.7717089773081676
157,0.72839206,0.7962650871504601,0.73138046,0.7827876569296137
158,0.7247855,0.7596801457798333,0.7391256,0.7599251351468408
159,0.7380079,0.746341744803508,0.7504094,0.7142477498316566
160,0.7457352,0.7350290285504996,0.756501,0.7433078581181976
161,0.7223724,0.6666032773322769,0.7338316,0.7045215642408933
162,0.72473353,0.5523105121198578,0.6983496,0.6313906103539302
163,0.7048782,0.4798738681507489,0.7367525,0.5721750683280762
164,0.6735757,0.4491101024702212,0.6958319,0.5712219982878262
165,0.5913162,0.4558948751660848,0.62172747,0.5316181055504412
166,0.5355193,0.447688615253227,0.5821225,0.5187910124677213
167,0.5017781,0.5069393351966577,0.590399,0.53487635242917
168,0.47448882,0.5135258373384889,0.5299267,0.5239222543104711
169,0.41780016,0.5292182247531795,0.48880494,0.5445613566504122
170,0.4539623,0.5923463948202562,0.5055186,0.5821486664847506
171,0.47840923,0.5988339567479933,0.50868136,0.5545153690063978
172,0.48172128,0.6588226097205235,0.52506256,0.551134328318029
173,0.50978845,0.612404234185343,0.53648293,0.486081734069594
174,0.5571982,0.6572125753133345,0.5155836,0.4897880350362573
175,0.6146518,0.7304495555573515,0.5136478,0.5715995220247985
176,0.60871387,0.6368223985423843,0.4676451,0.5593719737663432
177,0.6653079,0.6242640097364559,0.48066437,0.5611439069937565
178,0.7399757,0.6560845212580232,0.55569184,0.5705939963176068
179,0.7029644,0.6756959525443301,0.5568658,0.6004051238397285
180,0.703349,0.6722912616236844,0.5587411,0.6039634186606015
181,0.71332586,0.6295871335920075,0.56273776,0.5097428602810048
182,0.7047473,0.6721447466919396,0.5640004,0.598573431605327
183,0.6927966,0.5974342632752573,0.563904,0.5723247480991911
184,0.6645237,0.6240124747543317,0.47911716,0.6132092022134827
185,0.6537482,0.6040022708970861,0.5740896,0.6262428205784869
186,0.6066225,0.5990499521402545,0.5423543,0.5876038445560767
187,0.6161241,0.6051733993221656,0.5735626,0.5684788791585227
188,0.61791366,0.5544847706018575,0.59754133,0.5077248205373945
189,0.63968456,0.568960617453035,0.5817811,0.1564855941009804
190,0.65310484,0.6185917529668438,0.5763756,0.1912192034409119
191,0.6429367,0.5689539830743803,0.5432722,0.1598773556214294
192,0.63096434,0.6677993418170124,0.30675524,0.0970559297120656
193,0.6378929,0.5708231225830599,0.33074713,0.0986784167577279
194,0.5976893,0.5381923053403498,0.24874255,0.0335597042391384
195,0.63445425,0.5758882555423205,0.216993,0.0909204574060322
196,0.60651577,0.6652453726808284,0.20001489,0.1674310974290334
197,0.5734798,0.7700513703094521,0.16146997,0.2990537596510232
198,0.51279086,0.7392161046212725,0.1201403,0.4376708256464177
199,0.5266507,0.8809442791655383,0.090342425,0.5066731467046068
200,0.6542968,0.8543698241359391,0.20489463,0.4785737913424666
201,0.7288872,0.841232404776754,0.37869745,0.4906760500378024
202,0.7080518,0.8418143148404603,0.4041729,0.5660755544680249
203,0.75829005,0.7719229012900205,0.42604744,0.5521013309032794
204,0.84690106,0.7284102322285381,0.47022426,0.5441388789425563
205,0.8378194,0.6863453775556506,0.51643705,0.52393672830144
206,0.8225788,0.5981033190166439,0.5381185,0.3822616642195182
207,0.73861516,0.471844104556102,0.5079265,0.3320956055806827
208,0.6243905,0.601477334400632,0.42145473,0.5099872922126427
209,0.5951742,0.5889858444482644,0.34318227,0.6567403158113221
210,0.5303802,0.4952343702386418,0.3515767,0.656377787374832
211,0.45319209,0.4082392316353341,0.3231718,0.6285199613669707
212,0.4111689,0.5090191724905048,0.28062475,0.676400740032935
213,0.4514444,0.6054809473827404,0.3340809,0.7114607149140877
214,0.5536594,0.5618470715634759,0.4093631,0.5926352323623632
215,0.5147254,0.5781702751574648,0.4998541,0.5955110342894296
216,0.5760674,0.5945830374517723,0.5194647,0.6224014890318723
217,0.5491209,0.5725391145008071,0.49138576,0.5654444476621197
218,0.5891751,0.4894423664964938,0.5078418,0.452262001022794
219,0.5946296,0.5010473347900622,0.52288866,0.3747723101427578
220,0.5537879,0.557556057078021,0.560446,0.3905423034523063
221,0.5665206,0.53297650318292,0.4975201,0.3582594288792982
222,0.53957707,0.5070830745279916,0.44559765,0.3246646092218022
223,0.51279235,0.5135787842286891,0.38977855,0.3866800808146671
224,0.4900239,0.5652302075139405,0.34776947,0.4300450407397629
225,0.514082,0.5609451845546344,0.3400622,0.3585745253116386
226,0.48454398,0.6020252664503897,0.40114242,0.3216211024758557
227,0.55558443,0.5973537091780202,0.50725275,0.2516665058370431
228,0.6213539,0.5909228145216093,0.4935875,0.2745521003182585
229,0.6995953,0.5196863710524252,0.49507934,0.2469028434532836
230,0.6822891,0.545447337429002,0.439485,0.2803062328047518
231,0.6378981,0.66186413274774,0.39714444,0.3558889716206552
232,0.53717226,0.6427947060148181,0.29843777,0.3868346167694163
233,0.5361609,0.6726209990551683,0.30440825,0.4825027821394707
234,0.57014215,0.6333175828512624,0.3122018,0.4118786850063665
235,0.6018436,0.6370101217850265,0.35285276,0.3137194232953675
236,0.6499667,0.5453680535811875,0.45728493,0.2988360339497786
237,0.66177756,0.5677096656090871,0.41514605,0.2949780534975459
238,0.6390279,0.5422950219111141,0.35694116,0.2428445089012409
239,0.59891343,0.4878486521944122,0.37572515,0.1024800531370884
240,0.637174,0.5240183216222435,0.3413098,0.1783435114173333
241,0.63926417,0.663308332151123,0.31795794,0.3372082407839629
242,0.659373,0.6316036672632547,0.23803852,0.3953119547004706
243,0.6399435,0.7049574955196262,0.33328193,0.4928724185179862
244,0.7094957,0.6852499857003526,0.39759433,0.5242941496189575
245,0.67230135,0.7398450833415139,0.41468245,0.6449838290538326
246,0.65908885,0.7262858469616152,0.4595976,0.6585545467277223
247,0.6230074,0.6462754409452823,0.4456849,0.6447149484051229
248,0.6158331,0.6195182233597646,0.5103014,0.6328059476184773
249,0.59457266,0.6255220044266524,0.5194439,0.6460486574059998
250,0.5720391,0.6237703722436857,0.5418097,0.6377858078802996
251,0.566494,0.6479369125367768,0.559828,0.6571104641973773
252,0.56634223,0.6334233229391585,0.5752687,0.65103708286057
253,0.5565055,0.6156981618657423,0.5452439,0.6339233456581415
254,0.5827232,0.5527864655119558,0.5511002,0.5566562577513916
255,0.6072218,0.5621400651556102,0.5688543,0.581267988861184
256,0.6433495,0.6059325247913695,0.59594965,0.6109184066990498
257,0.6813323,0.665666134903384,0.606889,0.6941939658303959
258,0.6776839,0.6693091816846654,0.6510952,0.6859242451207868
259,0.6649903,0.6557508220432283,0.65239346,0.6519378717764268
260,0.63649523,0.6358753835857219,0.67253983,0.6339011124629024
261,0.613897,0.598568561161455,0.65754807,0.5835840699943522
262,0.6049283,0.5344894690274241,0.6374435,0.4688206346008954
263,0.60094184,0.6077932908666782,0.62095577,0.4544134395454051
264,0.6022424,0.5327740948905698,0.59063864,0.2733828122852997
265,0.58583444,0.5504710020142526,0.52279824,0.1862122522887137
266,0.6158138,0.5095322369236813,0.4994774,0.1878510405937414
