,avgcpu,stdavgcpu,labelsavgcpu,avgmem,stdavgmem,labelsavgmem
0,0.7040854096412659,0.05899912118911743,0.7841433879549246,0.46058106422424316,0.05496883764863014,0.4772715724540699
1,0.7508773803710938,0.058820854872465134,0.7358747013087411,0.5006643533706665,0.05560744181275368,0.46806392007813
2,0.7605768442153931,0.058871809393167496,0.7243654481094189,0.5227766633033752,0.056084997951984406,0.4855447443194149
3,0.7499793767929077,0.05883803218603134,0.7398265019996974,0.5019603967666626,0.05563501641154289,0.5846745548872505
4,0.7256104350090027,0.05906234309077263,0.6603781883534389,0.5007561445236206,0.05581405758857727,0.5969012807196066
5,0.7196429371833801,0.05925166606903076,0.6643977107558682,0.5214166045188904,0.056401919573545456,0.5877658467628089
6,0.7232110500335693,0.05976178124547005,0.7134286369635173,0.6087273955345154,0.05867311358451843,0.5224066560693141
7,0.6738814115524292,0.06020498648285866,0.7433518468099761,0.6063592433929443,0.05900109186768532,0.5971660684404316
8,0.6829942464828491,0.06003192067146301,0.7510571315058842,0.5941139459609985,0.058568693697452545,0.5826825492409937
9,0.7234920859336853,0.05938262119889259,0.7191481545694859,0.546032190322876,0.05699833482503891,0.5327011993415058
10,0.722493052482605,0.05977003648877144,0.7420405370164763,0.6099839210510254,0.05867316201329231,0.5826026057826832
11,0.736131489276886,0.059531472623348236,0.740633045332734,0.589863657951355,0.058028727769851685,0.5965881702964273
12,0.7224686145782471,0.05943126603960991,0.7435597882475667,0.5510756969451904,0.05713659152388573,0.5605201673308566
13,0.7338340282440186,0.05959765985608101,0.7225340053264971,0.596092939376831,0.05822748690843582,0.5596103681674642
14,0.7303557991981506,0.0596940852701664,0.7668381706438719,0.6072168350219727,0.05854525417089462,0.5285825337866661
15,0.7403204441070557,0.05940256267786026,0.7869617843246505,0.5741727352142334,0.057591378688812256,0.4793270862003931
16,0.729396641254425,0.05953744798898697,0.779609875669704,0.5785696506500244,0.05781083554029465,0.4451336018217722
17,0.7610331177711487,0.05912887677550316,0.7838019509451014,0.5617850422859192,0.05709786340594292,0.4715812670970329
18,0.7765178084373474,0.05872001498937607,0.7695539641756594,0.5207918286323547,0.055913619697093964,0.4509711508246052
19,0.7804001569747925,0.05853436887264252,0.8269200084576344,0.49662160873413086,0.055281832814216614,0.4986597098153478
20,0.7788226008415222,0.05869283899664879,0.7994427129090856,0.5190633535385132,0.05587540939450264,0.4794215953282856
21,0.7736653089523315,0.0586216039955616,0.7979486739094047,0.5010532140731812,0.0554569736123085,0.4691647424475333
22,0.8044787049293518,0.0585472472012043,0.7186436168145848,0.5350216031074524,0.05606836825609207,0.403902225474015
23,0.7942078113555908,0.058510296046733856,0.6300200377214157,0.5140690803527832,0.055614352226257324,0.3218236242888657
24,0.7972546815872192,0.05845988914370537,0.754005979338655,0.510732889175415,0.05550289899110794,0.3977131734314851
25,0.7559227347373962,0.05853135883808136,0.7156623614223708,0.46117788553237915,0.054596755653619766,0.4089617322959546
26,0.7092280983924866,0.058600593358278275,0.6823139795807535,0.40277957916259766,0.053534556180238724,0.4126949726427362
27,0.76955246925354,0.05839305743575096,0.6436158393098595,0.461292564868927,0.05449531599879265,0.3113910689958481
28,0.7411763072013855,0.05867588520050049,0.7407116818973093,0.4632224440574646,0.054775968194007874,0.4334832449041084
29,0.7184529304504395,0.05889987200498581,0.782347693549316,0.46576982736587524,0.055007901042699814,0.4757516715454897
30,0.6973522901535034,0.05854447931051254,0.7845776364565141,0.3762257993221283,0.05295618623495102,0.5084200730915698
31,0.7400127649307251,0.058822572231292725,0.8123776820007492,0.48567619919776917,0.05533058941364288,0.6218402523796684
32,0.7588372826576233,0.05876210331916809,0.785605908206544,0.5036296844482422,0.05561425909399986,0.661743301681553
33,0.7554903030395508,0.05894487723708153,0.7719231927131273,0.5276992321014404,0.05624375864863396,0.6780941609724422
34,0.7709823250770569,0.059464264661073685,0.7596637751254839,0.6380616426467896,0.059003040194511414,0.6748480181858243
35,0.7570169568061829,0.05971561744809151,0.7533424121869264,0.6588460803031921,0.059653181582689285,0.663651209787429
36,0.7536302804946899,0.05981478840112686,0.7230432102293228,0.6708933711051941,0.059986844658851624,0.649357152176314
37,0.7489378452301025,0.05985558405518532,0.7563492449773014,0.6696096062660217,0.05998527631163597,0.6366492609231464
38,0.7470411062240601,0.059826381504535675,0.7780154984673614,0.6601682305335999,0.059752456843853,0.6467588259901746
39,0.7278593182563782,0.059940360486507416,0.7984067979405439,0.6477154493331909,0.05958912521600723,0.6560490713554192
40,0.7579157948493958,0.05960984155535698,0.796275940155515,0.6382045745849609,0.059095222502946854,0.6769777502001753
41,0.7682186365127563,0.05955929681658745,0.7957757151779509,0.6455470323562622,0.05921059474349022,0.6724171974270132
42,0.7844110727310181,0.05945512652397156,0.7892194288307378,0.6537187099456787,0.05929349735379219,0.6764481245481946
43,0.7852023839950562,0.05956106260418892,0.7767319700699725,0.6735517978668213,0.05981898307800293,0.6777413817824907
44,0.7902975678443909,0.05948096141219139,0.7748298779764521,0.6682667136192322,0.05962926894426346,0.6780480575743306
45,0.7863947749137878,0.05955331400036812,0.7886200591784277,0.6744586229324341,0.05982929840683937,0.7015845364162305
